AreaName,Females_Total,LastResidence,Males_Total,Persons_Business,Persons_Education,Persons_Marriage,Persons_MoveAfterBirth,Persons_MoveWithHH,Persons_Other,Persons_Total,Persons_Work,Males_Business,Males_Education,Males_Marriage,Males_MoveAfterBirth,Males_MoveWithHH,Males_Other,Males_Work,Females_Business,Females_Education,Females_Marriage,Females_MoveAfterBirth,Females_MoveWithHH,Females_Other,Females_Work
PUDUCHERRY,130,Madhya Pradesh,123,2,25,33,11,116,32,253,34,2,15,3,2,52,17,32,0,10,30,9,64,15,2
PUDUCHERRY,1023,Gujarat,1079,23,41,252,91,991,361,2102,343,14,29,24,58,430,217,307,9,12,228,33,561,144,36
PUDUCHERRY,3,Daman & Diu,2,0,0,0,0,4,1,5,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0
PUDUCHERRY,1061,Maharashtra,976,19,37,249,107,843,418,2037,364,16,18,22,63,320,223,314,3,19,227,44,523,195,50
PUDUCHERRY,17787,Andhra Pradesh,14543,340,534,6279,1859,11545,5765,32330,6008,282,347,765,1042,3790,3113,5204,58,187,5514,817,7755,2652,804
PUDUCHERRY,1631,Karnataka,1347,36,64,560,174,1101,452,2978,591,27,31,51,83,406,255,494,9,33,509,91,695,197,97
PUDUCHERRY,42,Goa,49,0,3,5,3,45,10,91,25,0,2,1,2,17,6,21,0,1,4,1,28,4,4
PUDUCHERRY,5,Lakshadweep,3,0,0,0,0,5,0,8,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0
PUDUCHERRY,12786,Kerala,8559,112,424,5576,5355,5056,3530,21345,1292,81,180,807,2774,2091,1703,923,31,244,4769,2581,2965,1827,369
PUDUCHERRY,165616,Tamil Nadu,105284,2781,3540,105952,13509,72185,32683,270900,40250,1988,2151,14379,7813,28903,15573,34477,793,1389,91573,5696,43282,17110,5773
PUDUCHERRY,85,Andaman & Nicobar Islands,61,2,17,15,2,68,19,146,23,2,8,0,0,28,8,15,0,9,15,2,40,11,8
PUDUCHERRY,1010,Other Countries,982,17,32,141,166,695,729,1992,212,11,18,19,87,318,362,167,6,14,122,79,377,367,45
ANDAMAN & NICOBAR ISLANDS,51,Jammu & Kashmir,49,3,0,5,1,39,36,100,16,3,0,0,0,12,18,16,0,0,5,1,27,18,0
ANDAMAN & NICOBAR ISLANDS,29,Himachal Pradesh,26,0,0,5,2,23,10,55,15,0,0,1,1,5,6,13,0,0,4,1,18,4,2
ANDAMAN & NICOBAR ISLANDS,229,Punjab,200,16,2,68,10,177,73,429,83,13,1,0,6,65,42,73,3,1,68,4,112,31,10
ANDAMAN & NICOBAR ISLANDS,20,Chandigarh,33,0,0,7,2,24,3,53,17,0,0,0,2,11,3,17,0,0,7,0,13,0,0
ANDAMAN & NICOBAR ISLANDS,138,Uttarakhand,117,3,1,32,6,147,34,255,32,2,1,0,4,58,24,28,1,0,32,2,89,10,4
ANDAMAN & NICOBAR ISLANDS,174,Haryana,104,3,3,9,7,189,29,278,38,3,1,0,2,48,16,34,0,2,9,5,141,13,4
ANDAMAN & NICOBAR ISLANDS,209,NCT of Delhi,228,22,5,34,13,196,49,437,118,18,3,1,11,65,25,105,4,2,33,2,131,24,13
ANDAMAN & NICOBAR ISLANDS,119,Rajasthan,138,19,3,20,5,117,32,257,61,19,0,1,2,38,21,57,0,3,19,3,79,11,4
ANDAMAN & NICOBAR ISLANDS,1523,Uttar Pradesh,1591,120,41,618,57,965,552,3114,761,113,25,11,33,350,340,719,7,16,607,24,615,212,42
ANDAMAN & NICOBAR ISLANDS,726,Bihar,1053,57,14,319,37,463,243,1779,646,52,13,5,21,182,156,624,5,1,314,16,281,87,22
ANDAMAN & NICOBAR ISLANDS,4,Sikkim,9,1,2,0,0,3,2,13,5,1,1,0,0,2,0,5,0,1,0,0,1,2,0
ANDAMAN & NICOBAR ISLANDS,9,Arunachal Pradesh,9,0,2,1,0,7,3,18,5,0,1,0,0,2,1,5,0,1,1,0,5,2,0
ANDAMAN & NICOBAR ISLANDS,9,Nagaland,15,0,0,2,0,9,4,24,9,0,0,0,0,4,2,9,0,0,2,0,5,2,0
ANDAMAN & NICOBAR ISLANDS,8,Manipur,12,0,0,3,0,7,4,20,6,0,0,0,0,2,4,6,0,0,3,0,5,0,0
ANDAMAN & NICOBAR ISLANDS,7,Mizoram,3,0,0,0,0,5,4,10,1,0,0,0,0,0,2,1,0,0,0,0,5,2,0
ANDAMAN & NICOBAR ISLANDS,13,Tripura,64,0,1,3,0,11,22,77,40,0,0,0,0,3,21,40,0,1,3,0,8,1,0
ANDAMAN & NICOBAR ISLANDS,12,Meghalaya,9,0,2,1,0,12,3,21,3,0,1,0,0,4,1,3,0,1,1,0,8,2,0
ANDAMAN & NICOBAR ISLANDS,178,Assam,281,4,7,59,8,169,70,459,142,3,6,2,4,74,54,138,1,1,57,4,95,16,4
ANDAMAN & NICOBAR ISLANDS,7607,West Bengal,13391,703,95,2529,347,6047,2601,20998,8676,671,56,39,190,2328,1799,8308,32,39,2490,157,3719,802,368
ANDAMAN & NICOBAR ISLANDS,3320,Jharkhand,4292,11,42,1869,68,1518,1030,7612,3074,9,30,36,43,529,688,2957,2,12,1833,25,989,342,117
ANDAMAN & NICOBAR ISLANDS,539,Odisha,705,14,8,201,24,398,155,1244,444,12,6,4,12,137,103,431,2,2,197,12,261,52,13
ANDAMAN & NICOBAR ISLANDS,1181,Chhattisgarh,1419,4,12,508,28,861,367,2600,820,2,8,7,20,337,258,787,2,4,501,8,524,109,33
ANDAMAN & NICOBAR ISLANDS,305,Madhya Pradesh,343,5,10,99,15,249,123,648,147,5,6,1,10,96,91,134,0,4,98,5,153,32,13
ANDAMAN & NICOBAR ISLANDS,130,Gujarat,124,8,4,29,4,139,32,254,38,7,4,1,1,51,23,37,1,0,28,3,88,9,1
ANDAMAN & NICOBAR ISLANDS,7,Daman & Diu,4,0,0,0,0,10,0,11,1,0,0,0,0,3,0,1,0,0,0,0,7,0,0
ANDAMAN & NICOBAR ISLANDS,1,Dadra & Nagar Haveli,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ANDAMAN & NICOBAR ISLANDS,567,Maharashtra,485,24,13,61,24,656,102,1052,172,20,7,2,20,215,62,159,4,6,59,4,441,40,13
ANDAMAN & NICOBAR ISLANDS,7948,Andhra Pradesh,7733,119,90,4191,506,3924,1990,15681,4861,111,69,89,282,1435,1157,4590,8,21,4102,224,2489,833,271
ANDAMAN & NICOBAR ISLANDS,234,Karnataka,259,10,47,51,17,180,58,493,130,10,27,2,7,63,34,116,0,20,49,10,117,24,14
ANDAMAN & NICOBAR ISLANDS,109,Goa,103,0,2,2,3,151,20,212,34,0,2,0,2,53,15,31,0,0,2,1,98,5,3
ANDAMAN & NICOBAR ISLANDS,6,Lakshadweep,15,0,1,0,0,8,0,21,12,0,1,0,0,3,0,11,0,0,0,0,5,0,1
ANDAMAN & NICOBAR ISLANDS,2546,Kerala,2283,165,55,1178,212,1209,567,4829,1443,158,34,18,110,356,305,1302,7,21,1160,102,853,262,141
ANDAMAN & NICOBAR ISLANDS,8783,Tamil Nadu,9353,707,210,5157,610,2986,2611,18136,5855,680,145,119,313,954,1609,5533,27,65,5038,297,2032,1002,322
ANDAMAN & NICOBAR ISLANDS,34,Puducherry,42,4,9,10,4,16,15,76,18,3,7,1,1,7,9,14,1,2,9,3,9,6,4
ANDAMAN & NICOBAR ISLANDS,131,Other Countries,143,5,5,32,17,74,109,274,32,4,3,1,6,35,66,28,1,2,31,11,39,43,4
