AreaName,LastResidence,Persons_Total,Males_Total,Females_Total,Persons_Work,Males_Work,Females_Work,Persons_Business,Males_Business,Females_Business,Persons_Education,Males_Education,Females_Education,Persons_Marriage,Males_Marriage,Females_Marriage,Persons_MoveAfterBirth,Males_MoveAfterBirth,Females_MoveAfterBirth,Persons_MoveWithHH,Males_MoveWithHH,Females_MoveWithHH,Persons_Other,Males_Other,Females_Other
ASSAM,Uttar Pradesh,35441,18488,16953,6675,6377,298,4392,4186,206,210,151,59,10603,174,10429,492,311,181,7265,3469,3796,5804,3820,1984
ASSAM,Bihar,147742,89301,58441,33309,32208,1101,25968,25108,860,889,721,168,34203,578,33625,2347,1454,893,27651,12915,14736,23375,16317,7058
ASSAM,Sikkim,1077,514,563,161,142,19,20,17,3,16,6,10,288,16,272,16,10,6,380,197,183,196,126,70
ASSAM,Arunachal Pradesh,19486,7467,12019,1700,1437,263,343,306,37,648,318,330,6450,88,6362,394,222,172,6600,3256,3344,3351,1840,1511
ASSAM,Nagaland,23707,10161,13546,2182,1866,316,700,619,81,556,294,262,6138,167,5971,573,338,235,9195,4452,4743,4363,2425,1938
ASSAM,Manipur,12203,5033,7170,1710,1337,373,530,460,70,399,206,193,3567,99,3468,165,98,67,3881,1796,2085,1951,1037,914
ASSAM,Mizoram,3157,1422,1735,527,395,132,64,51,13,132,69,63,778,34,744,38,26,12,973,454,519,645,393,252
ASSAM,Tripura,39906,15295,24611,4948,4584,364,3199,3027,172,283,169,114,18046,347,17699,340,215,125,7656,3714,3942,5434,3239,2195
ASSAM,Meghalaya,40755,16077,24678,4806,4111,695,1010,857,153,549,290,259,18958,2780,16178,638,378,260,8775,4374,4401,6019,3287,2732
ASSAM,West Bengal,94724,33670,61054,11237,10125,1112,7230,6841,389,361,243,118,45433,831,44602,2037,1200,837,15636,7622,8014,12790,6808,5982
ASSAM,Jharkhand,11139,5682,5457,3359,2574,785,259,236,23,79,51,28,2738,143,2595,132,79,53,2485,1276,1209,2087,1323,764
ASSAM,Odisha,5153,2740,2413,1620,1416,204,200,185,15,42,33,9,1169,30,1139,67,36,31,1129,476,653,926,564,362
ASSAM,Chhattisgarh,1162,594,568,402,298,104,8,7,1,5,2,3,240,8,232,23,13,10,309,151,158,175,115,60
ASSAM,Madhya Pradesh,2478,1143,1335,541,447,94,69,61,8,41,28,13,723,21,702,42,27,15,562,256,306,500,303,197
ASSAM,Gujarat,1271,680,591,303,281,22,37,34,3,18,12,6,193,4,189,44,25,19,402,146,256,274,178,96
ASSAM,Daman & Diu,3,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1
ASSAM,Dadra & Nagar Haveli,20,11,9,1,1,0,0,0,0,1,1,0,7,0,7,0,0,0,3,2,1,8,7,1
ASSAM,Maharashtra,2557,1235,1322,502,460,42,99,89,10,55,44,11,551,6,545,80,38,42,780,301,479,490,297,193
ASSAM,Andhra Pradesh,4732,2193,2539,1338,1165,173,114,102,12,100,79,21,1358,29,1329,103,59,44,985,342,643,734,417,317
ASSAM,Karnataka,991,488,503,192,151,41,29,25,4,24,15,9,170,4,166,22,16,6,293,118,175,261,159,102
ASSAM,Goa,52,24,28,8,7,1,2,2,0,0,0,0,15,1,14,2,2,0,12,6,6,13,6,7
ASSAM,Lakshadweep,423,236,187,6,5,1,1,1,0,1,0,1,18,1,17,2,1,1,38,15,23,357,213,144
ASSAM,Kerala,1437,750,687,579,366,213,63,61,2,34,16,18,155,6,149,14,6,8,257,88,169,335,207,128
ASSAM,Tamil Nadu,1193,667,526,363,322,41,50,42,8,17,13,4,181,6,175,22,12,10,331,111,220,229,161,68
ASSAM,Puducherry,27,13,14,5,5,0,2,2,0,2,2,0,6,0,6,1,0,1,8,2,6,3,2,1
ASSAM,Andaman & Nicobar Islands,93,40,53,23,20,3,2,2,0,1,0,1,31,1,30,0,0,0,25,9,16,11,8,3
ASSAM,Other Countries,21946,8723,13223,1033,891,142,427,387,40,143,87,56,7388,105,7283,491,311,180,2887,1465,1422,9577,5477,4100
WEST BENGAL,Jammu & Kashmir,5846,3177,2669,500,440,60,158,139,19,64,52,12,638,39,599,235,130,105,1603,652,951,2648,1725,923
WEST BENGAL,Himachal Pradesh,2911,1471,1440,274,245,29,41,31,10,47,34,13,408,20,388,104,54,50,748,318,430,1289,769,520
WEST BENGAL,Punjab,18154,9240,8914,2779,2566,213,1088,978,110,164,99,65,3535,126,3409,921,559,362,5462,2534,2928,4205,2378,1827
WEST BENGAL,Chandigarh,869,428,441,106,94,12,12,11,1,17,10,7,141,5,136,50,33,17,368,172,196,175,103,72
WEST BENGAL,Uttarakhand,3599,1690,1909,562,503,59,59,49,10,63,34,29,628,20,608,145,80,65,1363,577,786,779,427,352
WEST BENGAL,Haryana,11259,6008,5251,1575,1483,92,1138,1078,60,135,86,49,2010,59,1951,470,294,176,3622,1636,1986,2309,1372,937
WEST BENGAL,NCT of Delhi,15815,7727,8088,2099,1807,292,347,300,47,161,82,79,2710,168,2542,1083,595,488,5573,2539,3034,3842,2236,1606
WEST BENGAL,Rajasthan,57668,29885,27783,7462,7057,405,5747,5398,349,780,641,139,12024,262,11762,2668,1734,934,17124,7979,9145,11863,6814,5049
WEST BENGAL,Uttar Pradesh,238819,128190,110629,55164,52500,2664,10558,9709,849,2336,1721,615,54635,2087,52548,9378,5982,3396,60090,28652,31438,46658,27539,19119
WEST BENGAL,Bihar,1103757,578466,525291,269356,253148,16208,45824,42253,3571,8642,6865,1777,291077,8965,282112,35658,22794,12864,255299,123900,131399,197901,120541,77360
WEST BENGAL,Sikkim,11537,2995,8542,758,612,146,154,122,32,467,275,192,6242,113,6129,233,132,101,1688,776,912,1995,965,1030
WEST BENGAL,Arunachal Pradesh,2322,1090,1232,244,211,33,38,29,9,106,51,55,344,5,339,103,58,45,934,426,508,553,310,243
WEST BENGAL,Nagaland,3170,1610,1560,498,450,48,76,58,18,81,47,34,535,13,522,126,71,55,1226,581,645,628,390,238
WEST BENGAL,Manipur,2651,1230,1421,304,235,69,65,55,10,91,41,50,319,9,310,55,34,21,1065,454,611,752,402,350
WEST BENGAL,Mizoram,544,236,308,86,44,42,1,1,0,69,40,29,58,2,56,15,1,14,177,78,99,138,70,68
WEST BENGAL,Tripura,20497,10511,9986,2881,2553,328,764,663,101,539,371,168,3797,126,3671,387,247,140,7469,3742,3727,4660,2809,1851
WEST BENGAL,Meghalaya,7000,3071,3929,811,662,149,145,117,28,163,102,61,1488,32,1456,197,121,76,2594,1177,1417,1602,860,742
WEST BENGAL,Assam,166400,68903,97497,16480,14410,2070,4723,4256,467,1681,1165,516,55572,1385,54187,4803,2963,1840,52284,27442,24842,30857,17282,13575
WEST BENGAL,Jharkhand,459436,126188,333248,57234,48374,8860,6270,5372,898,2995,2089,906,261298,7819,253479,11621,6973,4648,61924,28436,33488,58094,27125,30969
WEST BENGAL,Odisha,142179,60434,81745,31897,29430,2467,3180,2824,356,1041,745,296,54960,1795,53165,3694,2213,1481,25456,11194,14262,21951,12233,9718
WEST BENGAL,Chhattisgarh,8071,3507,4564,1631,1342,289,113,97,16,89,63,26,2063,66,1997,379,237,142,2312,986,1326,1484,716,768
WEST BENGAL,Madhya Pradesh,15815,6998,8817,2164,1905,259,364,309,55,218,134,84,3791,102,3689,696,395,301,5180,2380,2800,3402,1773,1629
WEST BENGAL,Gujarat,14563,7052,7511,1808,1614,194,1095,931,164,123,76,47,2706,72,2634,848,490,358,4563,2052,2511,3420,1817,1603
WEST BENGAL,Daman & Diu,22,12,10,4,4,0,1,0,1,0,0,0,7,1,6,0,0,0,7,4,3,3,3,0
WEST BENGAL,Dadra & Nagar Haveli,403,181,222,19,16,3,2,2,0,22,16,6,87,3,84,24,16,8,74,39,35,175,89,86
WEST BENGAL,Maharashtra,27648,13040,14608,3768,3378,390,837,703,134,299,187,112,5170,160,5010,1990,1079,911,8914,3815,5099,6670,3718,2952
WEST BENGAL,Andhra Pradesh,16707,7616,9091,3382,3075,307,228,184,44,138,96,42,3973,96,3877,949,541,408,4712,1905,2807,3325,1719,1606
WEST BENGAL,Karnataka,5536,2674,2862,991,807,184,95,86,9,101,65,36,844,28,816,345,216,129,1893,782,1111,1267,690,577
WEST BENGAL,Goa,484,240,244,64,57,7,6,4,2,7,4,3,75,1,74,39,19,20,154,82,72,139,73,66
WEST BENGAL,Lakshadweep,311,181,130,12,10,2,0,0,0,0,0,0,25,0,25,6,4,2,39,25,14,229,142,87
WEST BENGAL,Kerala,7149,3609,3540,1942,1547,395,120,95,25,189,125,64,945,46,899,269,137,132,1767,679,1088,1917,980,937
WEST BENGAL,Tamil Nadu,7932,4062,3870,1692,1501,191,195,159,36,171,129,42,1162,40,1122,366,208,158,2319,902,1417,2027,1123,904
WEST BENGAL,Puducherry,251,101,150,29,25,4,6,6,0,2,2,0,86,2,84,21,11,10,54,28,26,53,27,26
WEST BENGAL,Andaman & Nicobar Islands,1720,769,951,197,164,33,22,17,5,36,23,13,319,9,310,103,50,53,663,289,374,380,217,163
WEST BENGAL,Other Countries,51167,18577,32590,3246,2819,427,689,571,118,334,231,103,20065,471,19594,4346,2587,1759,8738,4427,4311,13749,7471,6278
JHARKHAND,Jammu & Kashmir,1677,840,837,253,235,18,16,14,2,27,19,8,285,14,271,38,25,13,569,220,349,489,313,176
JHARKHAND,Himachal Pradesh,1345,608,737,241,209,32,7,5,2,12,9,3,284,7,277,28,20,8,523,208,315,250,150,100
JHARKHAND,Punjab,10387,5108,5279,2641,2502,139,191,170,21,88,56,32,2581,46,2535,301,190,111,3272,1272,2000,1313,872,441
JHARKHAND,Chandigarh,244,123,121,53,50,3,6,6,0,0,0,0,48,4,44,12,7,5,87,30,57,38,26,12
JHARKHAND,Uttarakhand,1396,602,794,271,252,19,11,9,2,35,19,16,338,9,329,35,20,15,531,191,340,175,102,73
JHARKHAND,Haryana,3729,1884,1845,860,809,51,118,114,4,53,31,22,796,28,768,99,62,37,1337,542,795,466,298,168
JHARKHAND,NCT of Delhi,7643,3821,3822,1601,1434,167,77,51,26,191,136,55,1636,67,1569,385,221,164,2367,988,1379,1386,924,462
JHARKHAND,Rajasthan,10240,5036,5204,2309,2176,133,536,498,38,115,95,20,2758,78,2680,225,151,74,3145,1318,1827,1152,720,432
JHARKHAND,Uttar Pradesh,107724,44112,63612,24660,23247,1413,1252,1031,221,1163,811,352,39939,1065,38874,2637,1643,994,27289,10396,16893,10784,5919,4865
JHARKHAND,Bihar,1336048,532734,803314,292428,274808,17620,13907,11467,2440,15753,11885,3868,518738,13944,504794,27251,16994,10257,341973,135338,206635,125998,68298,57700
JHARKHAND,Sikkim,125,59,66,32,28,4,2,2,0,8,5,3,32,1,31,1,1,0,40,15,25,10,7,3
JHARKHAND,Arunachal Pradesh,185,79,106,35,31,4,4,4,0,5,2,3,35,0,35,2,1,1,81,26,55,23,15,8
JHARKHAND,Nagaland,198,82,116,43,37,6,0,0,0,4,4,0,60,1,59,2,1,1,68,28,40,21,11,10
JHARKHAND,Manipur,372,251,121,192,179,13,2,2,0,25,24,1,53,1,52,2,1,1,55,22,33,43,22,21
JHARKHAND,Mizoram,134,59,75,12,11,1,0,0,0,7,6,1,49,3,46,2,2,0,48,28,20,16,9,7
JHARKHAND,Tripura,408,195,213,104,96,8,1,0,1,21,18,3,119,4,115,7,5,2,99,39,60,57,33,24
JHARKHAND,Meghalaya,329,168,161,76,68,8,2,1,1,7,5,2,50,1,49,5,4,1,164,74,90,25,15,10
JHARKHAND,Assam,4940,1783,3157,881,770,111,32,27,5,127,90,37,1909,37,1872,87,41,46,1359,518,841,545,300,245
JHARKHAND,West Bengal,494609,106009,388600,54724,48288,6436,2938,1971,967,2015,1299,716,321767,8034,313733,11448,6755,4693,63014,23710,39304,38703,15952,22751
JHARKHAND,Odisha,126320,28564,97756,17676,15241,2435,524,343,181,722,383,339,78233,1064,77169,2492,1405,1087,17989,6216,11773,8684,3912,4772
JHARKHAND,Chhattisgarh,42750,8378,34372,5359,4161,1198,130,67,63,253,151,102,27695,474,27221,739,436,303,5290,1837,3453,3284,1252,2032
JHARKHAND,Madhya Pradesh,10885,3804,7081,1975,1747,228,78,55,23,186,124,62,4401,61,4340,279,156,123,2852,1054,1798,1114,607,507
JHARKHAND,Gujarat,5268,2556,2712,1185,1094,91,121,105,16,63,49,14,1435,33,1402,244,143,101,1399,538,861,821,594,227
JHARKHAND,Daman & Diu,5,2,3,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,1,1,0
JHARKHAND,Dadra & Nagar Haveli,16,4,12,2,2,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,2,2,0
JHARKHAND,Maharashtra,9727,5068,4659,2149,1977,172,81,66,15,164,125,39,2225,47,2178,335,188,147,2755,1123,1632,2018,1542,476
JHARKHAND,Andhra Pradesh,8661,3980,4681,2122,1961,161,47,27,20,137,101,36,2114,31,2083,466,262,204,2786,990,1796,989,608,381
JHARKHAND,Karnataka,2159,1081,1078,489,419,70,16,14,2,119,89,30,410,5,405,70,41,29,640,236,404,415,277,138
JHARKHAND,Goa,274,153,121,66,52,14,1,1,0,8,6,2,61,2,59,8,6,2,63,33,30,67,53,14
JHARKHAND,Lakshadweep,97,48,49,3,3,0,0,0,0,1,0,1,23,0,23,2,2,0,9,8,1,59,35,24
JHARKHAND,Kerala,3905,1659,2246,1424,956,468,26,21,5,130,56,74,731,21,710,134,77,57,929,335,594,531,193,338
JHARKHAND,Tamil Nadu,3373,1720,1653,1046,926,120,27,22,5,83,65,18,674,17,657,117,61,56,1000,362,638,426,267,159
JHARKHAND,Puducherry,83,40,43,16,15,1,1,1,0,3,3,0,26,1,25,3,3,0,19,5,14,15,12,3
JHARKHAND,Andaman & Nicobar Islands,265,117,148,41,31,10,1,0,1,17,6,11,48,1,47,2,2,0,98,45,53,58,32,26
JHARKHAND,Other Countries,19106,4573,14533,1613,1409,204,93,68,25,197,125,72,11655,292,11363,485,289,196,2489,1107,1382,2574,1283,1291
ODISHA,Jammu & Kashmir,8277,5224,3053,407,373,34,45,37,8,43,32,11,383,15,368,69,37,32,718,334,384,6612,4396,2216
ODISHA,Himachal Pradesh,1042,613,429,152,140,12,24,22,2,29,19,10,107,5,102,14,8,6,205,76,129,511,343,168
ODISHA,Punjab,6832,3619,3213,1187,1122,65,590,555,35,92,61,31,1144,26,1118,205,121,84,2344,908,1436,1270,826,444
ODISHA,Chandigarh,291,158,133,64,60,4,4,4,0,10,2,8,26,1,25,15,9,6,122,51,71,50,31,19
ODISHA,Uttarakhand,931,564,367,255,233,22,30,30,0,39,29,10,90,4,86,20,11,9,303,104,199,194,153,41
ODISHA,Haryana,5206,2978,2228,679,635,44,820,765,55,58,43,15,836,23,813,105,73,32,1644,675,969,1064,764,300
ODISHA,NCT of Delhi,8006,4617,3389,1721,1551,170,265,237,28,249,143,106,749,47,702,291,168,123,2675,1032,1643,2056,1439,617
ODISHA,Rajasthan,12203,6792,5411,1707,1604,103,1921,1824,97,246,182,64,2128,68,2060,291,184,107,3750,1523,2227,2160,1407,753
ODISHA,Uttar Pradesh,33063,18638,14425,7076,6706,370,3377,3186,191,987,775,212,5389,319,5070,689,419,270,10493,3965,6528,5052,3268,1784
ODISHA,Bihar,119231,64207,55024,25101,23972,1129,14047,13248,799,3575,2783,792,24915,762,24153,2672,1568,1104,33266,12830,20436,15655,9044,6611
ODISHA,Sikkim,143,86,57,40,34,6,1,1,0,15,4,11,8,0,8,2,1,1,42,17,25,35,29,6
ODISHA,Arunachal Pradesh,581,257,324,48,44,4,2,2,0,43,13,30,112,4,108,36,18,18,200,93,107,140,83,57
ODISHA,Nagaland,486,279,207,105,99,6,2,2,0,44,18,26,31,2,29,14,6,8,174,75,99,116,77,39
ODISHA,Manipur,334,239,95,107,102,5,4,4,0,38,25,13,29,1,28,3,3,0,65,33,32,88,71,17
ODISHA,Mizoram,52,30,22,18,16,2,0,0,0,7,3,4,2,0,2,0,0,0,12,5,7,13,6,7
ODISHA,Tripura,465,309,156,175,171,4,28,27,1,71,43,28,42,0,42,2,2,0,83,31,52,64,35,29
ODISHA,Meghalaya,275,149,126,86,78,8,4,4,0,37,18,19,19,0,19,3,2,1,77,23,54,49,24,25
ODISHA,Assam,4732,2273,2459,797,715,82,96,89,7,359,232,127,861,38,823,105,61,44,1716,668,1048,798,470,328
ODISHA,West Bengal,164699,59141,105558,21581,19671,1910,9285,8614,671,2397,1546,851,73605,1733,71872,2771,1705,1066,34478,14807,19671,20582,11065,9517
ODISHA,Jharkhand,167377,53600,113777,24288,21420,2868,4439,4036,403,4335,2701,1634,81928,2071,79857,2646,1558,1088,30967,12946,18021,18774,8868,9906
ODISHA,Chhattisgarh,129371,26588,102783,7528,5867,1661,1720,1385,335,651,412,239,83870,2456,81414,2572,1527,1045,18501,9050,9451,14529,5891,8638
ODISHA,Madhya Pradesh,12725,5519,7206,1951,1711,240,416,355,61,277,180,97,3649,146,3503,337,194,143,3953,1702,2251,2142,1231,911
ODISHA,Gujarat,24420,19672,4748,5100,4967,133,907,827,80,137,97,40,1224,46,1178,594,348,246,3574,1499,2075,12884,11888,996
ODISHA,Daman & Diu,11,7,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,5,4,1
ODISHA,Dadra & Nagar Haveli,75,20,55,4,3,1,1,1,0,1,1,0,35,1,34,0,0,0,7,2,5,27,12,15
ODISHA,Maharashtra,14902,8219,6683,2903,2673,230,603,535,68,279,171,108,2263,65,2198,617,349,268,4409,1684,2725,3828,2742,1086
ODISHA,Andhra Pradesh,122491,41505,80986,15122,13102,2020,5095,4299,796,945,597,348,51326,1369,49957,6676,3857,2819,24484,9091,15393,18843,9190,9653
ODISHA,Karnataka,4829,3097,1732,1263,1160,103,107,92,15,99,75,24,530,24,506,117,65,52,1095,387,708,1618,1294,324
ODISHA,Goa,400,227,173,89,82,7,7,5,2,4,2,2,54,0,54,14,4,10,121,43,78,111,91,20
ODISHA,Lakshadweep,232,134,98,0,0,0,2,2,0,1,1,0,17,1,16,2,2,0,10,2,8,200,126,74
ODISHA,Kerala,4763,2674,2089,1396,1101,295,311,286,25,104,74,30,603,22,581,123,81,42,1206,408,798,1020,702,318
ODISHA,Tamil Nadu,6256,3970,2286,1716,1559,157,493,437,56,102,82,20,700,33,667,143,77,66,1551,556,995,1551,1226,325
ODISHA,Puducherry,149,69,80,31,27,4,2,2,0,3,2,1,42,0,42,5,4,1,38,13,25,28,21,7
ODISHA,Andaman & Nicobar Islands,246,101,145,48,39,9,4,4,0,27,3,24,41,0,41,5,4,1,87,30,57,34,21,13
ODISHA,Other Countries,41435,13414,28021,1853,1540,313,544,470,74,529,292,237,19147,434,18713,1572,885,687,4018,1880,2138,13772,7913,5859
CHHATTISGARH,Jammu & Kashmir,8321,4740,3581,1464,1036,428,12,6,6,21,12,9,234,13,221,221,108,113,2678,1187,1491,3691,2378,1313
CHHATTISGARH,Himachal Pradesh,2567,1413,1154,468,400,68,13,12,1,6,3,3,316,6,310,81,48,33,641,275,366,1042,669,373
CHHATTISGARH,Punjab,17217,9089,8128,4747,4335,412,379,334,45,79,61,18,3098,66,3032,698,441,257,6378,2649,3729,1838,1203,635
CHHATTISGARH,Chandigarh,310,152,158,72,56,16,4,3,1,0,0,0,35,2,33,13,8,5,134,52,82,52,31,21
CHHATTISGARH,Uttarakhand,2509,1325,1184,657,604,53,24,18,6,24,16,8,467,7,460,78,45,33,818,311,507,441,324,117
CHHATTISGARH,Haryana,12807,7145,5662,3455,3113,342,678,633,45,60,39,21,1691,31,1660,487,287,200,5167,2148,3019,1269,894,375
CHHATTISGARH,NCT of Delhi,9266,4882,4384,2353,1987,366,131,119,12,96,59,37,1137,25,1112,464,269,195,3755,1580,2175,1330,843,487
CHHATTISGARH,Rajasthan,21188,11390,9798,5249,5003,246,1221,1149,72,174,132,42,4343,69,4274,1050,693,357,7240,3108,4132,1911,1236,675
CHHATTISGARH,Uttar Pradesh,168385,83900,84485,47212,44286,2926,2122,1883,239,1660,1336,324,40570,1080,39490,6048,3642,2406,54821,21759,33062,15952,9914,6038
CHHATTISGARH,Bihar,143216,76293,66923,44747,42753,1994,1419,1277,142,1315,1045,270,25484,527,24957,5501,3258,2243,53050,20088,32962,11700,7345,4355
CHHATTISGARH,Sikkim,68,37,31,22,19,3,1,1,0,3,1,2,5,0,5,1,0,1,29,13,16,7,3,4
CHHATTISGARH,Arunachal Pradesh,166,101,65,23,20,3,0,0,0,14,10,4,6,1,5,8,2,6,63,29,34,52,39,13
CHHATTISGARH,Nagaland,136,67,69,32,30,2,0,0,0,13,5,8,13,0,13,4,2,2,46,13,33,28,17,11
CHHATTISGARH,Manipur,81,44,37,23,21,2,1,1,0,9,3,6,9,0,9,1,1,0,26,13,13,12,5,7
CHHATTISGARH,Mizoram,30,20,10,6,6,0,0,0,0,2,0,2,1,0,1,0,0,0,5,3,2,16,11,5
CHHATTISGARH,Tripura,237,118,119,69,59,10,2,1,1,8,4,4,43,0,43,9,7,2,74,30,44,32,17,15
CHHATTISGARH,Meghalaya,107,51,56,31,31,0,1,1,0,3,0,3,13,0,13,3,1,2,43,15,28,13,3,10
CHHATTISGARH,Assam,3888,1936,1952,792,682,110,43,40,3,60,28,32,747,33,714,107,71,36,1622,769,853,517,313,204
CHHATTISGARH,West Bengal,53766,27180,26586,16104,14998,1106,793,712,81,375,262,113,11653,220,11433,2278,1343,935,17248,6468,10780,5315,3177,2138
CHHATTISGARH,Jharkhand,111325,44091,67234,23379,21135,2244,1010,857,153,1317,869,448,42238,1713,40525,3703,2125,1578,30884,12219,18665,8794,5173,3621
CHHATTISGARH,Odisha,242404,70888,171516,42989,35812,7177,1201,868,333,799,478,321,127555,3475,124080,7424,4281,3143,44587,17104,27483,17849,8870,8979
CHHATTISGARH,Madhya Pradesh,276527,114877,161650,63137,56013,7124,1935,1541,394,2897,2044,853,90637,2838,87799,10068,5973,4095,85652,34229,51423,22201,12239,9962
CHHATTISGARH,Gujarat,13704,6798,6906,2998,2694,304,574,531,43,59,33,26,2674,45,2629,759,475,284,5146,2088,3058,1494,932,562
CHHATTISGARH,Daman & Diu,32,20,12,12,11,1,0,0,0,0,0,0,2,0,2,2,1,1,13,6,7,3,2,1
CHHATTISGARH,Dadra & Nagar Haveli,14,5,9,2,2,0,0,0,0,0,0,0,2,0,2,1,0,1,5,1,4,4,2,2
CHHATTISGARH,Maharashtra,117487,43828,73659,21979,19119,2860,1014,836,178,656,429,227,44882,990,43892,8340,4930,3410,29317,11522,17795,11299,6002,5297
CHHATTISGARH,Andhra Pradesh,42362,18650,23712,10812,9889,923,239,186,53,219,130,89,11699,225,11474,3185,1848,1337,12297,4245,8052,3911,2127,1784
CHHATTISGARH,Karnataka,2752,1408,1344,785,710,75,31,27,4,45,26,19,477,5,472,179,107,72,931,339,592,304,194,110
CHHATTISGARH,Goa,177,101,76,56,48,8,2,2,0,1,1,0,18,2,16,9,3,6,62,26,36,29,19,10
CHHATTISGARH,Lakshadweep,648,418,230,6,5,1,0,0,0,2,1,1,13,0,13,5,2,3,11,6,5,611,404,207
CHHATTISGARH,Kerala,10747,5030,5717,3691,3051,640,106,90,16,389,147,242,2326,39,2287,764,443,321,2432,739,1693,1039,521,518
CHHATTISGARH,Tamil Nadu,4879,2454,2425,1484,1331,153,99,85,14,39,17,22,943,21,922,375,197,178,1507,549,958,432,254,178
CHHATTISGARH,Puducherry,33,13,20,8,8,0,0,0,0,0,0,0,6,0,6,0,0,0,14,3,11,5,2,3
CHHATTISGARH,Andaman & Nicobar Islands,312,160,152,57,44,13,1,0,1,11,5,6,46,3,43,21,11,10,121,57,64,55,40,15
CHHATTISGARH,Other Countries,32842,9549,23293,2741,2290,451,96,63,33,462,249,213,17121,374,16747,1553,913,640,4411,2010,2401,6458,3650,2808
MADHYA PRADESH,Jammu & Kashmir,12100,6791,5309,1111,1012,99,54,42,12,204,130,74,942,26,916,240,136,104,3076,1211,1865,6473,4234,2239
MADHYA PRADESH,Himachal Pradesh,5894,2895,2999,926,835,91,49,27,22,158,99,59,978,30,948,132,86,46,1770,640,1130,1881,1178,703
MADHYA PRADESH,Punjab,31895,15257,16638,7146,6425,721,552,428,124,345,209,136,6826,194,6632,998,579,419,11713,4942,6771,4315,2480,1835
MADHYA PRADESH,Chandigarh,695,336,359,138,121,17,5,2,3,13,11,2,107,4,103,26,15,11,324,135,189,82,48,34
MADHYA PRADESH,Uttarakhand,12253,5773,6480,3072,2830,242,114,63,51,297,197,100,2376,52,2324,243,149,94,4607,1575,3032,1544,907,637
MADHYA PRADESH,Haryana,19224,9256,9968,4069,3684,385,304,235,69,324,222,102,3346,96,3250,563,328,235,7986,3205,4781,2632,1486,1146
MADHYA PRADESH,NCT of Delhi,28597,12134,16463,5017,4271,746,428,308,120,603,412,191,7210,166,7044,1174,670,504,9811,3970,5841,4354,2337,2017
MADHYA PRADESH,Rajasthan,500481,127335,373146,53236,45941,7295,3635,2584,1051,2800,1973,827,290075,5391,284684,32360,19576,12784,65796,26960,38836,52579,24910,27669
MADHYA PRADESH,Uttar Pradesh,1090881,314143,776738,171808,154567,17241,9219,6174,3045,13366,10056,3310,580499,11777,568722,16923,10051,6872,197347,75253,122094,101719,46265,55454
MADHYA PRADESH,Bihar,125836,67608,58228,40473,38201,2272,1395,983,412,3600,2978,622,22510,575,21935,3594,2061,1533,40998,14668,26330,13266,8142,5124
MADHYA PRADESH,Sikkim,210,115,95,45,39,6,5,5,0,32,26,6,17,0,17,3,2,1,89,31,58,19,12,7
MADHYA PRADESH,Arunachal Pradesh,305,144,161,52,44,8,1,1,0,29,19,10,33,0,33,3,2,1,132,47,85,55,31,24
MADHYA PRADESH,Nagaland,278,125,153,51,38,13,0,0,0,30,21,9,26,0,26,5,2,3,124,40,84,42,24,18
MADHYA PRADESH,Manipur,566,224,342,110,72,38,4,2,2,88,37,51,45,3,42,7,2,5,257,81,176,55,27,28
